Marsji Language — Canonical Lexical Lock						
Version: 1.0						
Locked: 16 May 2026 — 20:26 UTC						
Total Entries: 1087070						
Author: Gino Rouzee						
						
ID		    EN				        MJ
341920		footpaw				ivuqoan
341921		footpedal				oviqezo
341922		footpeg				uvaqien
341923		footpick				ivuqosu
341924		footpiece				oviqeso
341925		footplate				oviqezen
341926		footplateman				bezihosoat
341927		footplatemen				buzehasaon
341928		footplates				oviqezon
341929		footplatewoman				bezihosoin
341930		footplatewomen				buzehasaun
341931		footplating				buzehasaan
341932		footplay				bizahuen
341933		footplough				avequzan
341934		footplow				bazohean
341935		footpoint				ivuqoha
341936		footpole				bezihaa
341937		footpost				bizahoet
341938		footposts				bizahoi
341939		footpound				oviqehet
341940		footpounds				oviqehi
341941		footprin				oviqeqet
341942		footprint				buzeheo
341943		footprinted				aveququjon
341944		footprinting				aveququjin
341945		footprints				buzeheet
341946		footpump				bazohaan
341947		footquake				buzejuin
341948		footra				uvaqota
341949		footrace				ivuquran
341950		footraced				bazoceet
341951		footracer				bezicoot
341952		footraces				ivuqurun
341953		footracing				bazoceu
341954		footracings				bazocevaot
341955		footrail				bazocean
341956		footrails				bazoceun
341957		footras				uvaqao
341958		footrest				buzecue
341959		footrests				buzecuin
341960		footrill				aveqeso
341961		footroom				aveqeha
341962		footrope				bizacoen
341963		footropes				bizacoon
341964		footrot				bozucan
341965		footrots				bozuceun
341966		footrub				bazocen
341967		footrule				bozucoat
341968		footrules				bozucoe
341969		footrunner				buzecuo
341970		foots				bazoqe
341971		footsal				oviquota
341972		footscald				buzeqou
341973		footscraper				aveqotiten
341974		footscrapers				aveqotiton
341975		footscray				evoqitan
341976		footscrew				aveqotin
341977		footshake				oviquret
341978		footshock				uvaqerat
341979		footshocked				bazoqojau
341980		footshocking				bazoqojaon
341981		footsie				buzequn
341982		footsies				buzeqoua
341983		footslave				bozuqiun
341984		footslog				uvaqezan
341985		footslogged				beziqojuat
341986		footslogger				bozuqijaet
341987		footsloggers				bozuqijai
341988		footslogging				beziqojuo
341989		footsloggings				beziqojuet
341990		footslogs				uvaqezun
341991		footslope				beziqoen
341992		footslut				bozuqiuna
341993		footsock				beziqaaa
341994		footsoldier				oviquhupat
341995		footsoldiers				oviquhupe
341996		footsoldiery				uvaqehepin
341997		footsore				uvaqehet
341998		footsoreness				bizaqowae
341999		footsorenesses				bozuqewuon
342000		footsorer				bozuqee
342001		footsores				uvaqehi
342002		footsorest				beziqaet
342003		footspeed				buzeque
342004		footspur				beziqea
342005		footstalk				bizaqoi
342006		footstalked				uvaqebefun
342007		footstalks				bizaqoat
342008		footstall				aveqobo
342009		footstalls				aveqobet
342010		footstep				bazoquon
342011		footsteps				bazoquan
342012		footstick				evoqibe
342013		footstink				beziqaon
342014		footstock				ivuqabin
342015		footstocks				ivuqaba
342016		footstone				bizaqoon
342017		footstones				bizaqoan
342018		footstoo				evoqibat
342019		footstool				bozuqein
342020		footstooled				ivuqabico
342021		footstools				bozuqea
342022		footstove				buzeqiin
342023		footstraps				aveqoben
342024		footstrike				bizaqoata
342025		footsure				evoqidi
342026		footsurer				buzequin
342027		footsurest				bizaqii
342028		footsweep				aveqokin
342029		footswitch				bizaqaat
342030		footsy				bozuet
342031		footville				oviqoson
342032		footvilles				oviqosan
342033		footvolley				evoqehu
342034		footwalk				uvaqarona
342035		footwall				bezigoa
342036		footwalls				bezigoen
342037		footward				buzegaun
342038		footwarmer				bozugiu
342039		footwarmers				bozugiweot
342040		footwashing				bizaguboin
342041		footway				bezige
342042		footways				bezigoin
342043		footwear				evoqozon
342044		footwears				evoqozan
342045		footweary				ivuquzun
342046		footwell				buzeguu
342047		footwells				buzeguot
342048		footwheel				bazogoan
342049		footwoman				uvaqahan
342050		footwork				oviqihen
342051		footworks				oviqihona
342052		footworn				bizagoet
342053		footwrap				bezigiot
342054		footwriting				uvaqaqiga
342055		footy				bozula
342056		footys				bozueta
342057		fooyoung				bozufoe
342058		fooyung				bazobon
342059		foozle				ovile
342060		foozled				buzovan
342061		foozler				baziven
342062		foozlers				bazivaon
342063		foozles				oviloin
342064		foozling				buzovoa
342065		foozlings				buzovoen
342066		fop				bap
342067		fopdoodle				ivasehe
342068		foping				evini
342069		fopk				bupoe
342070		fopks				bupoq
342071		fopling				bopere
342072		foplings				boperain
342073		fopoon				uvepo
342074		fopped				bapiot
342075		fopperies				bapivoan
342076		fopperly				uvefiqet
342077		foppery				bipevot
342078		fopping				bapiran
342079		foppish				boparun
342080		foppisher				uvefewat
342081		foppishest				ivafawo
342082		foppishly				avofowet
342083		foppishness				evifiwujo
342084		foppishnesses				avofowije
342085		foppism				ovufuo
342086		foppotee				bepufain
342087		foppy				evifu
342088		fops				bapee
342089		fopship				bopinun
342090		fopsy				bopil
342091		foquism				uvoweet
342092		for				buh
342093		fora				bahun
342094		forabilis				buhiroa
342095		foracan				evamien
342096		foracs				bahuot
342097		forage				bahuaa
342098		forageable				buhimuin
342099		foraged				ovemou
342100		foragemaster				bihomifeun
342101		foragement				buhimua
342102		forager				ivomiana
342103		foragers				ivomizun
342104		forages				bahumen
342105		foraging				ovemoson
342106		foraker				evamaet
342107		forakers				evamazi
342108		foralite				bohevaat
342109		foram				bihoz
342110		foramen				ovemiin
342111		foramens				ovemiza
342112		foramina				uvimason
342113		foraminal				bahuziun
342114		foraminally				ivomusotet
342115		foraminate				bahuziuna
342116		foraminated				ovemiseti
342117		foramination				ivomusotan
342118		foraminations				ivomusotun
342119		foraminectomy				behazuhie
342120		foraminifer				uvimasivot
342121		foraminifera				avumesuvun
342122		foraminiferae				uvimasivo
342123		foraminiferal				behazuheot
342124		foraminiferan				bahuzihaon
342125		foraminiferans				bahuzihaan
342126		foraminiferas				avumesuvu
342127		foraminiferid				behazuheota
342128		foraminiferivore				uvimasive
342129		foraminiferivorous				evamosavon
342130		foraminiferological				ovemiseven
342131		foraminiferologist				ovemisevo
342132		foraminiferology				bohezahoen
342133		foraminiferon				behazuhea
342134		foraminiferous				avumesuva
342135		foraminifers				uvimasivoa
342136		foraminiferum				evamosavan
342137		foraminoplasty				bahuzihei
342138		foraminose				uvimasun
342139		foraminotomy				buhizohaat
342140		foraminous				uvimase
342141		foraminulate				avumesukan
342142		foraminule				bohezaot
342143		foraminulose				buhizohean
342144		foraminulous				buhizoheat
342145		foraminulum				bahuzihoa
342146		forams				bihoin
342147		foran				avumoa
342148		forand				boheen
342149		forane				uvimin
342150		foraneen				bihopia
342151		foraneous				avumozot
342152		foraramens				behacoen
342153		foraramina				bihocuan
342154		forard				bahuota
342155		foras				bahuqo
342156		forasdar				behaqau
342157		forasmuc				bohequan
342158		forasmuch				avumopa
342159		forasmuchas				evamipozin
342160		forastero				behaqaa
342161		foratid				buhiwat
342162		foravirumab				avumasiket
342163		foray				bohele
342164		forayed				ivomeet
342165		forayer				uvimoot
342166		forayers				uvimozo
342167		foraying				ivomesu
342168		forays				boheena
342169		forb				ovenn
342170		forbaceous				ivonite
342171		forbad				bahaine
342172		forbade				buhunon
342173		forban				bihiu
342174		forbanish				evanefe
342175		forbanished				bohonatoot
342176		forbanishes				avunafudon
342177		forbanishing				bohonatoan
342178		forbanned				buhunoe
342179		forbanning				buhunoet
342180		forbar				beheat
342181		forbare				bahanaa
342182		forbarred				bahanoet
342183		forbars				behene
342184		forbathe				ovenobot
342185		forbbore				uvinaho
342186		forbborne				buhuriu
342187		forbear				bahava
342188		forbeara				behevoe
342189		forbearable				buhuvawoin
342190		forbearance				avunuritot
342191		forbearances				avunurito
342192		forbearant				bihivuet
342193		forbearantly				evanarutin
342194		forbeare				buhuvaan
342195		forbearer				ovenerot
342196		forbearers				ovenero
342197		forbeares				buhuvaun
342198		forbearest				evanaran
342199		forbeareth				buhuvain
342200		forbeari				bahaveet
342201		forbearing				evanaru
342202		forbearingly				buhuvawui
342203		forbearingness				bahavewaet
342204		forbears				bahaveen
342205		forbeat				buhuvi
342206		forbeats				buhuvaat
342207		forbecause				avunutu
342208		forbes				evanaa
342209		forbesdale				uviniwet
342210		forbeside				bohovaan
342211		forbesii				evanawan
342212		forbesione				bohovau
342213		forbesite				bohovaat
342214		forbess				evanaen
342215		forbestown				ivonowin
342216		forbestowns				ivonowica
342217		forbicole				buhuroin
342218		forbicolous				beherujuan
342219		forbid				buhui
342220		forbidal				evanivi
342221		forbidals				evanivat
342222		forbiddable				avunovata
342223		forbiddal				bihiroen
342224		forbiddals				bihiroon
342225		forbiddance				beherazuo
342226		forbiddances				beherazuet
342227		forbidde				avunovun
342228		forbidded				bohorei
342229		forbidden				baharuon
342230		forbiddenly				ivonavifot
342231		forbiddenness				uvinevufu
342232		forbiddennesss				uvinevufot
342233		forbidder				bihiroo
342234		forbidders				bihiroet
342235		forbiddest				bohoreun
342236		forbiddeth				avunova
342237		forbiddi				evanivia
342238		forbidding				bohoreot
342239		forbiddingly				avunovavat
342240		forbiddingness				evanivevi
342241		forbiddingnesses				avunovava
342242		forbiddingnesss				evanivevat
342243		forbiddings				bohorezoo
342244		forbids				buhurat
342245		forbin				bohoon
342246		forbit				buhuan
342247		forbite				bihirota
342248		forbivore				ovenugen
342249		forbivorous				uvinegubu
342250		forbivory				avunoga
342251		forblack				bihivuo
342252		forbled				uvinuot
342253		forbleed				ivonizi
342254		forbleeding				buhuvupaen
342255		forbleeds				ivonizat
342256		forblow				bihiva
342257		forbod				beheata
342258		forbode				bahafa
342259		forboded				ovenavu
342260		forboden				avunive
342261		forbodes				bahafuen
342262		forboding				ovenavon
342263		forbore				behefe
342264		forborn				ovenaot
342265		forborne				evanuqi
342266		forbought				uvinodat
342267		forbow				ovenea
342268		forbrain				evanoran
342269		forbreak				buhucuun
342270		forbreaking				avunezopi
342271		forbreaks				buhucuu
342272		forbroke				bahacuon
342273		forbroken				avuneha
342274		forbruise				bihiciet
342275		forbs				ovenua
342276		forburn				uvinioa
342277		forburned				bahaboon
342278		forburning				bahaboin
342279		forburns				uviniqet
342280		forburnt				behebiot
342281		forburst				evanaqi
342282		forbursting				bohobubien
342283		forbursts				evanaqat
342284		forbus				evano
342285		forbush				buhubun
342286		forbushs				buhubou
342287		forbuy				ivonet
342288		forbuyer				bahabuen
342289		forbuying				buhubia
342290		forbuys				ivonoi
342291		forby				uvinoo
342292		forbye				ivonena
342293		forbyland				bihiluen
342294		forbysen				bihilea
342295		forbysening				uvinowaju
342296		forc				buhau
342297		forca				bahene
342298		forcaria				uviruqen
342299		forcarve				bihunaot
342300		forcarved				avuraqe
342301		forcarves				bihunao
342302		forcarving				avuraqet
342303		forcast				overou
342304		forcasted				bihunea
342305		forcasten				behonuot
342306		forcasting				bihuneat
342307		forcasts				overowot
342308		forcat				overun
342309		forcats				overoua
342310		forcause				bihuniot
342311		forcd				evaru
342312		force				bihuva
342313		forceable				bohivii
342314		forceably				baheveet
342315		forceclo				evaraton
342316		forced				avuron
342317		forcedly				bihuvoot
342318		forcedness				buhaviu
342319		forcednesses				bihuvohai
342320		forcednesss				buhaviheot
342321		forcefall				avuruma
342322		forcefed				bihuviot
342323		forcefeed				bohivoi
342324		forcefeeding				ivoromufen
342325		forcefeeds				bohivoat
342326		forcefem				uvirimen
342327		forcefield				uviriman
342328		forceful				bohivoata
342329		forcefull				ivoromin
342330		forcefully				avurumen
342331		forcefulness				evaramofa
342332		forcefulnesses				avurumefun
342333		forceless				ivorozun
342334		forcelessness				bohivipoo
342335		forcelet				baheveen
342336		forcely				evaraen
342337		forcemeat				ivoropat
342338		forcemeats				ivorope
342339		forcement				bohivuat
342340		forcen				ivoret
342341		forcene				overee
342342		forceness				overefa
342343		forceout				evarahon
342344		forceplate				avurujot
342345		forceplot				overejen
342346		forceps				overeu
342347		forcepses				evaraji
342348		forcepslike				behovebui
342349		forcepstail				evarajagin
342350		forceput				bihuvia
342351		forcer				evara
342352		forcers				evaraena
342353		forces				bihue
342354		forceshield				ivoroweva
342355		forcest				avuruat
342356		forcet				avuri
342357		forceth				bihuvot
342358		forcett				bohivet
342359		forcewide				overekot
342360		forch				overi
342361		forchase				overirot
342362		forche				evaro
342363		forches				evaroet
342364		forchheim				bohinuin
342365		forchheimer				uviraravu
342366		forcibilities				uviresifen
342367		forcibility				overusefun
342368		forcibilitys				overusefu
342369		forcible				bohiruan
342370		forcibleness				evarisifot
342371		forciblenesses				avurosofat
342372		forciblenesss				evarisifo
342373		forcibler				avurosot
342374		forciblest				uviresan
342375		forciblier				avurosen
342376		forcibliest				uvireseve
342377		forcibly				baheroon
342378		forcier				evariet
342379		forcing				avuroin
342380		forcingly				bihurean
342381		forcipal				baherai
342382		forcipate				baheraia
342383		forcipated				overujen
342384		forcipation				ivorajaget
342385		forcipations				ivorajagi
342386		forcipes				overuja
342387		forcipial				baheraun
342388		forcipiform				avurojurun
342389		forcipressure				evarijufo
342390		forcipressures				evarijufet
342391		forcipulata				overujifan
342392		forcipulatacean				bohirogai
342393		forcipulatas				overujifun
342394		forcipulate				avurojefet
342395		forcipulatid				bihurigeu
342396		forcipule				bohiroea
342397		forcite				avuroun
342398		forcive				uvirea
342399		forcleave				bahevaet
342400		forclose				evarehi
342401		forclosed				bihuvoen
342402		forcloses				evarehat
342403		forclosing				bihuvoe
342404		forclosure				bihuvoi
